"","tempvect","minvect","maxvect","Div","MaxSeed","MinSeed","Pruned_Prot"
"1322",1,-2.37445219297005,-1.93129471827371,2,650269,815420,3
"1323",2,-2.42562328219118,-1.99635781425589,2,650269,815420,3
"1324",3,-2.46708805601514,-2.04428092221898,2,650269,815420,3
"1325",4,-2.50145024374794,-2.07862794460079,2,650269,815420,3
"1326",5,-2.53056120262791,-2.10252566080817,2,650269,815420,3
"1327",0,-2.31598951713459,-1.80767664863795,1,650269,815420,5
"1328",1,-2.37966965242205,-1.89772313502408,1,650269,815420,5
"1329",2,-2.43012641201147,-1.96808543297436,1,650269,815420,5
"1330",3,-2.47096378623167,-2.02205690576155,1,650269,815420,5
"1331",4,-2.5047709862501,-2.06251878946471,1,650269,815420,5
"1332",5,-2.53338456552826,-2.09197897905431,1,650269,815420,5
"1333",0,-4.61740063918821,-1.72685130959583,6,952584,33102,NA
"1334",1,-4.69743616899131,-1.79305176390136,6,952584,33102,NA
"1335",2,-4.76166622180175,-1.8421078566784,6,952584,33102,NA
"1336",3,-4.81408699157799,-1.87766592216804,6,952584,33102,NA
"1337",4,-4.85768669610103,-1.90318661444888,6,952584,33102,NA
"1338",5,-4.89465876783359,-1.92169848483891,6,952584,33102,NA
"1339",0,-4.41078396540649,-1.78089247192319,5,952584,33102,5
"1340",1,-4.48350702798682,-1.84859133913987,5,952584,33102,5
"1341",2,-4.5416432861602,-1.89699437775911,5,952584,33102,5
"1342",3,-4.58900996053611,-1.93013191671987,5,952584,33102,5
"1343",4,-4.62840704940517,-1.95183563513774,5,952584,33102,5
"1344",5,-4.66186926377221,-1.96550321373757,5,952584,33102,5
"1345",0,-4.43583734396394,-1.79495661306892,4,952584,33102,3
"1346",1,-4.50804635405184,-1.86922119005916,4,952584,33102,3
"1347",2,-4.56581577706632,-1.922519606578,4,952584,33102,3
"1348",3,-4.61295675408464,-1.95877456520661,4,952584,33102,3
"1349",4,-4.65224325383312,-1.98171548196203,4,952584,33102,3
"1350",5,-4.68567951992476,-1.99470899714986,4,952584,33102,3
"1351",0,-4.44851223745317,-1.8346285186085,3,952584,33102,4
"1352",1,-4.52015581566303,-1.91181110431108,3,952584,33102,4
"1353",2,-4.57745422433754,-1.96723705598656,3,952584,33102,4
"1354",3,-4.62420934998275,-2.00488510548288,3,952584,33102,4
"1355",4,-4.66318614676573,-2.02849681271287,3,952584,33102,4
"1356",5,-4.6963713420741,-2.04144979266276,3,952584,33102,4
"1357",0,-4.16943482939028,-1.86367978726577,2,952584,33102,2
"1358",1,-4.22152201642375,-1.94338912973645,2,952584,33102,2
"1359",2,-4.26148070629122,-2.00085866299599,2,952584,33102,2
"1360",3,-4.29281032627341,-2.04005424007125,2,952584,33102,2
"1361",4,-4.31796440593417,-2.06467657593601,2,952584,33102,2
"1362",5,-4.33862701421774,-2.07806982202215,2,952584,33102,2
"1363",0,-3.95968964604151,-1.81877870509636,1,952584,33102,1
"1364",1,-4.00659152156027,-1.90244445796228,1,952584,33102,1
"1365",2,-4.04224104503347,-1.9686813515819,1,952584,33102,1
"1366",3,-4.06996224412018,-2.02084778468776,1,952584,33102,1
"1367",4,-4.09205875066571,-2.06170845370854,1,952584,33102,1
"1368",5,-4.1101049079974,-2.09352645598352,1,952584,33102,1
"1369",0,-3.17220994627322,-1.9617592246335,6,78973,937110,NA
"1370",1,-3.23276003393179,-2.03000314146571,6,78973,937110,NA
"1371",2,-3.27901598940608,-2.08078305147018,6,78973,937110,NA
"1372",3,-3.31460639903226,-2.11762284150225,6,78973,937110,NA
"1373",4,-3.34232585237639,-2.14389787098242,6,78973,937110,NA
"1374",5,-3.3642707181363,-2.16259853797916,6,78973,937110,NA
"1375",0,-3.17901724832933,-2.07634729126974,5,78973,937110,4
"1376",1,-3.23933304891141,-2.15689761817309,5,78973,937110,4
"1377",2,-3.2853625737326,-2.21824700051566,5,78973,937110,4
"1378",3,-3.32073993825759,-2.26398504350655,5,78973,937110,4
"1379",4,-3.34826151123101,-2.29746819981031,5,78973,937110,4
"1380",5,-3.3700241218769,-2.32165933861191,5,78973,937110,4
"1381",0,-3.20358445317197,-2.09191784183634,4,78973,937110,3
"1382",1,-3.26321387703872,-2.17647454694018,4,78973,937110,3
"1383",2,-3.30855950625142,-2.24302550637398,4,78973,937110,3
"1384",3,-3.34327752141926,-2.29521521754303,4,78973,937110,3
"1385",4,-3.37017447037514,-2.33619491784175,4,78973,937110,3
"1386",5,-3.39135026310584,-2.36858136314187,4,78973,937110,3
"1387",0,-3.1591496221923,-2.0155856221339,3,78973,937110,2
"1388",1,-3.21053118250573,-2.09488301213688,3,78973,937110,2
"1389",2,-3.24974273291522,-2.15709610135768,3,78973,937110,2
"1390",3,-3.28025992560403,-2.20588515651497,3,78973,937110,2
"1391",4,-3.30455088348027,-2.24430144694444,3,78973,937110,2
"1392",5,-3.32434363342934,-2.27481174859656,3,78973,937110,2
"1393",0,-3.13428847055791,-1.95409378462,2,78973,937110,5
"1394",1,-3.18309793641241,-2.03015014281845,2,78973,937110,5
"1395",2,-3.22027275925342,-2.089936046748,2,78973,937110,5
"1396",3,-3.24920297503713,-2.13703111074106,2,78973,937110,5
"1397",4,-3.27225983353896,-2.17433222802348,2,78973,937110,5
"1398",5,-3.29108143188312,-2.20413923151597,2,78973,937110,5
"1399",0,-3.15496911146336,-1.99451377404297,1,78973,937110,1
"1400",1,-3.20332488595582,-2.07115049255254,1,78973,937110,1
"1401",2,-3.24018780191295,-2.13351863150659,1,78973,937110,1
"1402",3,-3.26892285532305,-2.18514286808489,1,78973,937110,1
"1403",4,-3.29187735708837,-2.22868997354355,1,78973,937110,1
"1404",5,-3.31065549068527,-2.26614432337003,1,78973,937110,1
"1405",0,-3.2694926763339,-1.93975572201131,6,27649,921210,NA
"1406",1,-3.31974037667337,-2.01130656456716,6,27649,921210,NA
"1407",2,-3.35725678721582,-2.06572636298683,6,27649,921210,NA
"1408",3,-3.38550153123643,-2.10638093325076,6,27649,921210,NA
"1409",4,-3.40705992061329,-2.1364627176804,6,27649,921210,NA
"1410",5,-3.42381123557644,-2.15878242884667,6,27649,921210,NA
"1411",0,-3.29086405354012,-1.99044434626272,5,27649,921210,4
"1412",1,-3.33996636573207,-2.0637678471806,5,27649,921210,4
"1413",2,-3.37642840014629,-2.11815216902981,5,27649,921210,4
"1414",3,-3.40371786443152,-2.15731336615599,5,27649,921210,4
"1415",4,-3.4244130643669,-2.1847544050959,5,27649,921210,4
"1416",5,-3.44038156834999,-2.20357424541742,5,27649,921210,4
"1417",0,-3.3117093268543,-2.02876086097694,4,27649,921210,3
"1418",1,-3.36029824027014,-2.10386032790722,4,27649,921210,3
"1419",2,-3.39633818953932,-2.15917158179629,4,27649,921210,3
"1420",3,-3.42330156361644,-2.19854986178438,4,27649,921210,3
"1421",4,-3.44375227740199,-2.22559139425924,4,27649,921210,3
"1422",5,-3.45954274841374,-2.24347440231855,4,27649,921210,3
"1423",0,-3.33604446955139,-2.07090841447335,3,27649,921210,2
"1424",1,-3.38449550717775,-2.14854231389239,3,27649,921210,2
"1425",2,-3.42050556215581,-2.20554448729842,3,27649,921210,2
"1426",3,-3.44754760330564,-2.24592183081458,3,27649,921210,2
"1427",4,-3.46816584977632,-2.27334460429168,3,27649,921210,2
"1428",5,-3.48418801199438,-2.29103607551582,3,27649,921210,2
"1429",0,-3.45947175662701,-2.13555456329792,2,27649,921210,6
"1430",1,-3.50862830954786,-2.22441531117092,2,27649,921210,6
"1431",2,-3.54596130262998,-2.29335196278895,2,27649,921210,6
"1432",3,-3.57489832907431,-2.34609957021922,2,27649,921210,6
"1433",4,-3.59785088805943,-2.38592574054912,2,27649,921210,6
"1434",5,-3.61649179596718,-2.41562448635154,2,27649,921210,6
"1435",0,-3.5063682188817,-1.99021713715101,1,27649,921210,1
"1436",1,-3.55492090496173,-2.0676289182434,1,27649,921210,1
"1437",2,-3.59195277471913,-2.13069352884618,1,27649,921210,1
"1438",3,-3.62084064430216,-2.18293414377235,1,27649,921210,1
"1439",4,-3.6439351142476,-2.22702277883362,1,27649,921210,1
"1440",5,-3.66283937605119,-2.26495250771263,1,27649,921210,1
"1441",0,-3.07088500661636,-2.12524747430522,6,803022,150823,NA
"1442",1,-3.12982505353538,-2.20996147942893,6,803022,150823,NA
"1443",2,-3.17513581931006,-2.2754782074216,6,803022,150823,NA
"1444",3,-3.21043882577701,-2.32540470130512,6,803022,150823,NA
"1445",4,-3.23843687032872,-2.36314972346847,6,803022,150823,NA
"1446",5,-3.26109687179849,-2.39172545704471,6,803022,150823,NA
"1447",0,-3.08288912317244,-2.13778006273932,5,803022,150823,4
"1448",1,-3.14159848790102,-2.22439090089616,5,803022,150823,4
"1449",2,-3.1867175924833,-2.290895549726,5,803022,150823,4
"1450",3,-3.22187141674646,-2.34107567426106,5,803022,150823,4
"1451",4,-3.24975786214268,-2.3784420734973,5,803022,150823,4
"1452",5,-3.27233644123906,-2.40608011965347,5,803022,150823,4
"1453",0,-3.09446287725503,-2.1336546064231,4,803022,150823,5
"1454",1,-3.15299685957772,-2.21928838362589,4,803022,150823,5
"1455",2,-3.1979927952815,-2.28415060791284,4,803022,150823,5
"1456",3,-3.23307683956065,-2.3322035900326,4,803022,150823,5
"1457",4,-3.2609386022145,-2.3670926675242,4,803022,150823,5
"1458",5,-3.28352633881103,-2.39201533148795,4,803022,150823,5
"1459",0,-3.06159768402342,-2.06843496274015,3,803022,150823,1
"1460",1,-3.11591491016161,-2.15260147247525,3,803022,150823,1
"1461",2,-3.15761876150416,-2.21617685307549,3,803022,150823,1
"1462",3,-3.19024279403617,-2.26308085508176,3,803022,150823,1
"1463",4,-3.21632379086996,-2.29684992071375,3,803022,150823,1
"1464",5,-3.23765594856364,-2.32056180723858,3,803022,150823,1
"1465",0,-3.01094808288425,-2.08153482505181,2,803022,150823,3
"1466",1,-3.06050958940224,-2.16607563945559,2,803022,150823,3
"1467",2,-3.09830690100742,-2.22968166718771,2,803022,150823,3
"1468",3,-3.12775238483365,-2.27628826873145,2,803022,150823,3
"1469",4,-3.15123971044937,-2.30942141176075,2,803022,150823,3
"1470",5,-3.1704256567356,-2.33215222233928,2,803022,150823,3
"1471",0,-3.03360775321933,-1.9553144397094,1,803022,150823,6
"1472",1,-3.082613892688,-2.03361935596748,1,803022,150823,6
"1473",2,-3.120022295448,-2.09730560490284,1,803022,150823,6
"1474",3,-3.14921729963837,-2.14990615999157,1,803022,150823,6
"1475",4,-3.17256377325537,-2.19411826922907,1,803022,150823,6
"1476",5,-3.19168044646871,-2.23197430711254,1,803022,150823,6
"1477",0,-2.35852262605118,-1.67523844476105,6,650269,815420,NA
"1478",1,-2.4266587416039,-1.74045916707296,6,650269,815420,NA
"1479",2,-2.48041246422236,-1.78948486714395,6,650269,815420,NA
"1480",3,-2.52351425341283,-1.82591176694979,6,650269,815420,NA
"1481",4,-2.55875007436072,-1.85312177565037,6,650269,815420,NA
"1482",5,-2.58815334366403,-1.87403284897911,6,650269,815420,NA
"1483",0,-2.35538083453729,-1.74199642101693,5,650269,815420,6
"1484",1,-2.42147941565251,-1.81175892331029,5,650269,815420,6
"1485",2,-2.4735327640604,-1.86231992469944,5,650269,815420,6
"1486",3,-2.51525755756608,-1.89770809064092,5,650269,815420,6
"1487",4,-2.54939149438425,-1.9217465004661,5,650269,815420,6
"1488",5,-2.57791022893232,-1.93781352500846,5,650269,815420,6
"1489",0,-2.37869290832728,-1.80074523424922,4,650269,815420,1
"1490",1,-2.4443939194528,-1.87498660002884,4,650269,815420,1
"1491",2,-2.49617775922685,-1.92860788809219,4,650269,815420,1
"1492",3,-2.53775854120371,-1.96583130198908,4,650269,815420,1
"1493",4,-2.57184638370602,-1.9906275829269,4,650269,815420,1
"1494",5,-2.60039518235801,-2.00651235367588,4,650269,815420,1
"1495",0,-2.34253462147597,-1.85997728708688,3,650269,815420,2
"1496",1,-2.40819871949864,-1.93847931314531,3,650269,815420,2
"1497",2,-2.46009703895862,-1.99522761916423,3,650269,815420,2
"1498",3,-2.5019135773988,-2.03457601400807,3,650269,815420,2
"1499",4,-2.53632911823137,-2.06058763835833,3,650269,815420,2
"1500",5,-2.5652722102201,-2.07686720667374,3,650269,815420,2
"1501",0,-2.30996371128091,-1.84515596594962,2,650269,815420,3
"1502",1,-2.37445219297005,-1.93129471827371,2,650269,815420,3
"1503",2,-2.42562328219118,-1.99635781425589,2,650269,815420,3
"1504",3,-2.46708805601514,-2.04428092221898,2,650269,815420,3
"1505",4,-2.50145024374794,-2.07862794460079,2,650269,815420,3
"1506",5,-2.53056120262791,-2.10252566080817,2,650269,815420,3
"1507",0,-2.31598951713459,-1.80767664863795,1,650269,815420,5
"1508",1,-2.37966965242205,-1.89772313502408,1,650269,815420,5
"1509",2,-2.43012641201147,-1.96808543297436,1,650269,815420,5
"1510",3,-2.47096378623167,-2.02205690576155,1,650269,815420,5
"1511",4,-2.5047709862501,-2.06251878946471,1,650269,815420,5
"1512",5,-2.53338456552826,-2.09197897905431,1,650269,815420,5
"1513",0,-4.61740063918821,-1.72685130959583,6,952584,33102,NA
"1514",1,-4.69743616899131,-1.79305176390136,6,952584,33102,NA
"1515",2,-4.76166622180175,-1.8421078566784,6,952584,33102,NA
"1516",3,-4.81408699157799,-1.87766592216804,6,952584,33102,NA
"1517",4,-4.85768669610103,-1.90318661444888,6,952584,33102,NA
"1518",5,-4.89465876783359,-1.92169848483891,6,952584,33102,NA
"1519",0,-4.41078396540649,-1.78089247192319,5,952584,33102,5
"1520",1,-4.48350702798682,-1.84859133913987,5,952584,33102,5
"1521",2,-4.5416432861602,-1.89699437775911,5,952584,33102,5
"1522",3,-4.58900996053611,-1.93013191671987,5,952584,33102,5
"1523",4,-4.62840704940517,-1.95183563513774,5,952584,33102,5
"1524",5,-4.66186926377221,-1.96550321373757,5,952584,33102,5
"1525",0,-4.43583734396394,-1.79495661306892,4,952584,33102,3
"1526",1,-4.50804635405184,-1.86922119005916,4,952584,33102,3
"1527",2,-4.56581577706632,-1.922519606578,4,952584,33102,3
"1528",3,-4.61295675408464,-1.95877456520661,4,952584,33102,3
"1529",4,-4.65224325383312,-1.98171548196203,4,952584,33102,3
"1530",5,-4.68567951992476,-1.99470899714986,4,952584,33102,3
"1531",0,-4.44851223745317,-1.8346285186085,3,952584,33102,4
"1532",1,-4.52015581566303,-1.91181110431108,3,952584,33102,4
"1533",2,-4.57745422433754,-1.96723705598656,3,952584,33102,4
"1534",3,-4.62420934998275,-2.00488510548288,3,952584,33102,4
"1535",4,-4.66318614676573,-2.02849681271287,3,952584,33102,4
"1536",5,-4.6963713420741,-2.04144979266276,3,952584,33102,4
"1537",0,-4.16943482939028,-1.86367978726577,2,952584,33102,2
"1538",1,-4.22152201642375,-1.94338912973645,2,952584,33102,2
"1539",2,-4.26148070629122,-2.00085866299599,2,952584,33102,2
"1540",3,-4.29281032627341,-2.04005424007125,2,952584,33102,2
"1541",4,-4.31796440593417,-2.06467657593601,2,952584,33102,2
"1542",5,-4.33862701421774,-2.07806982202215,2,952584,33102,2
"1543",0,-3.95968964604151,-1.81877870509636,1,952584,33102,1
"1544",1,-4.00659152156027,-1.90244445796228,1,952584,33102,1
"1545",2,-4.04224104503347,-1.9686813515819,1,952584,33102,1
"1546",3,-4.06996224412018,-2.02084778468776,1,952584,33102,1
"1547",4,-4.09205875066571,-2.06170845370854,1,952584,33102,1
"1548",5,-4.1101049079974,-2.09352645598352,1,952584,33102,1
"1549",0,-3.17220994627322,-1.9617592246335,6,78973,937110,NA
"1550",1,-3.23276003393179,-2.03000314146571,6,78973,937110,NA
"1551",2,-3.27901598940608,-2.08078305147018,6,78973,937110,NA
"1552",3,-3.31460639903226,-2.11762284150225,6,78973,937110,NA
"1553",4,-3.34232585237639,-2.14389787098242,6,78973,937110,NA
"1554",5,-3.3642707181363,-2.16259853797916,6,78973,937110,NA
"1555",0,-3.17901724832933,-2.07634729126974,5,78973,937110,4
"1556",1,-3.23933304891141,-2.15689761817309,5,78973,937110,4
"1557",2,-3.2853625737326,-2.21824700051566,5,78973,937110,4
"1558",3,-3.32073993825759,-2.26398504350655,5,78973,937110,4
"1559",4,-3.34826151123101,-2.29746819981031,5,78973,937110,4
"1560",5,-3.3700241218769,-2.32165933861191,5,78973,937110,4
"1561",0,-3.20358445317197,-2.09191784183634,4,78973,937110,3
"1562",1,-3.26321387703872,-2.17647454694018,4,78973,937110,3
"1563",2,-3.30855950625142,-2.24302550637398,4,78973,937110,3
"1564",3,-3.34327752141926,-2.29521521754303,4,78973,937110,3
"1565",4,-3.37017447037514,-2.33619491784175,4,78973,937110,3
"1566",5,-3.39135026310584,-2.36858136314187,4,78973,937110,3
"1567",0,-3.1591496221923,-2.0155856221339,3,78973,937110,2
"1568",1,-3.21053118250573,-2.09488301213688,3,78973,937110,2
"1569",2,-3.24974273291522,-2.15709610135768,3,78973,937110,2
"1570",3,-3.28025992560403,-2.20588515651497,3,78973,937110,2
"1571",4,-3.30455088348027,-2.24430144694444,3,78973,937110,2
"1572",5,-3.32434363342934,-2.27481174859656,3,78973,937110,2
"1573",0,-3.13428847055791,-1.95409378462,2,78973,937110,5
"1574",1,-3.18309793641241,-2.03015014281845,2,78973,937110,5
"1575",2,-3.22027275925342,-2.089936046748,2,78973,937110,5
"1576",3,-3.24920297503713,-2.13703111074106,2,78973,937110,5
"1577",4,-3.27225983353896,-2.17433222802348,2,78973,937110,5
"1578",5,-3.29108143188312,-2.20413923151597,2,78973,937110,5
"1579",0,-3.15496911146336,-1.99451377404297,1,78973,937110,1
"1580",1,-3.20332488595582,-2.07115049255254,1,78973,937110,1
"1581",2,-3.24018780191295,-2.13351863150659,1,78973,937110,1
"1582",3,-3.26892285532305,-2.18514286808489,1,78973,937110,1
"1583",4,-3.29187735708837,-2.22868997354355,1,78973,937110,1
"1584",5,-3.31065549068527,-2.26614432337003,1,78973,937110,1
"1585",0,-3.2694926763339,-1.93975572201131,6,27649,921210,NA
"1586",1,-3.31974037667337,-2.01130656456716,6,27649,921210,NA
"1587",2,-3.35725678721582,-2.06572636298683,6,27649,921210,NA
"1588",3,-3.38550153123643,-2.10638093325076,6,27649,921210,NA
"1589",4,-3.40705992061329,-2.1364627176804,6,27649,921210,NA
"1590",5,-3.42381123557644,-2.15878242884667,6,27649,921210,NA
"1591",0,-3.29086405354012,-1.99044434626272,5,27649,921210,4
"1592",1,-3.33996636573207,-2.0637678471806,5,27649,921210,4
"1593",2,-3.37642840014629,-2.11815216902981,5,27649,921210,4
"1594",3,-3.40371786443152,-2.15731336615599,5,27649,921210,4
"1595",4,-3.4244130643669,-2.1847544050959,5,27649,921210,4
"1596",5,-3.44038156834999,-2.20357424541742,5,27649,921210,4
"1597",0,-3.3117093268543,-2.02876086097694,4,27649,921210,3
"1598",1,-3.36029824027014,-2.10386032790722,4,27649,921210,3
"1599",2,-3.39633818953932,-2.15917158179629,4,27649,921210,3
"1600",3,-3.42330156361644,-2.19854986178438,4,27649,921210,3
"1601",4,-3.44375227740199,-2.22559139425924,4,27649,921210,3
"1602",5,-3.45954274841374,-2.24347440231855,4,27649,921210,3
"1603",0,-3.33604446955139,-2.07090841447335,3,27649,921210,2
"1604",1,-3.38449550717775,-2.14854231389239,3,27649,921210,2
"1605",2,-3.42050556215581,-2.20554448729842,3,27649,921210,2
"1606",3,-3.44754760330564,-2.24592183081458,3,27649,921210,2
"1607",4,-3.46816584977632,-2.27334460429168,3,27649,921210,2
"1608",5,-3.48418801199438,-2.29103607551582,3,27649,921210,2
"1609",0,-3.45947175662701,-2.13555456329792,2,27649,921210,6
"1610",1,-3.50862830954786,-2.22441531117092,2,27649,921210,6
"1611",2,-3.54596130262998,-2.29335196278895,2,27649,921210,6
"1612",3,-3.57489832907431,-2.34609957021922,2,27649,921210,6
"1613",4,-3.59785088805943,-2.38592574054912,2,27649,921210,6
"1614",5,-3.61649179596718,-2.41562448635154,2,27649,921210,6
"1615",0,-3.5063682188817,-1.99021713715101,1,27649,921210,1
"1616",1,-3.55492090496173,-2.0676289182434,1,27649,921210,1
"1617",2,-3.59195277471913,-2.13069352884618,1,27649,921210,1
"1618",3,-3.62084064430216,-2.18293414377235,1,27649,921210,1
"1619",4,-3.6439351142476,-2.22702277883362,1,27649,921210,1
"1620",5,-3.66283937605119,-2.26495250771263,1,27649,921210,1
"1621",0,-3.07088500661636,-2.12524747430522,6,803022,150823,NA
"1622",1,-3.12982505353538,-2.20996147942893,6,803022,150823,NA
"1623",2,-3.17513581931006,-2.2754782074216,6,803022,150823,NA
"1624",3,-3.21043882577701,-2.32540470130512,6,803022,150823,NA
"1625",4,-3.23843687032872,-2.36314972346847,6,803022,150823,NA
"1626",5,-3.26109687179849,-2.39172545704471,6,803022,150823,NA
"1627",0,-3.08288912317244,-2.13778006273932,5,803022,150823,4
"1628",1,-3.14159848790102,-2.22439090089616,5,803022,150823,4
"1629",2,-3.1867175924833,-2.290895549726,5,803022,150823,4
"1630",3,-3.22187141674646,-2.34107567426106,5,803022,150823,4
"1631",4,-3.24975786214268,-2.3784420734973,5,803022,150823,4
"1632",5,-3.27233644123906,-2.40608011965347,5,803022,150823,4
"1633",0,-3.09446287725503,-2.1336546064231,4,803022,150823,5
"1634",1,-3.15299685957772,-2.21928838362589,4,803022,150823,5
